textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
Dongo emng negara mbahmu kui,dongo emng negara mbahmu kui,dongo emng negara mbahmu kui,2,-1,Negatif,0
Sy mau komen seperti anda<br>Td nya<br>Tp tak liat komennya yg lain ga ada yang sahkan uu perampasan aset koruptor<br>Tp liat  komen anda sy seneng<br>Intinya ga ada dalang <br>Intinya sahkan uu perampasan aset<br>Batalkan knaikan gaji anggota dewan<br>Dan pelindas almarhum afan segera di beri sanksi dgn hkum yg berlaku<br>Itu aja.,komen lihat komennya sahkan perampasan aset koruptor lihat komen seneng intinya dalang intinya sahkan perampasan aset batalkan knaikan gaji anggota dewan pelindas almarhum afan sanksi hkum berlaku,saya mau komen seperti kamu td nya tp tak lihat komennya yang lain tidak ada yang sahkan uu perampasan aset koruptor tp lihat komen kamu saya seneng intinya tidak ada dalang intinya sahkan uu perampasan aset batalkan knaikan gaji anggota dewan dan pelindas almarhum afan segera di beri sanksi dengan hkum yang berlaku itu aja.,1,-1,Negatif,4
pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas DPR. semua ini calah DPRnya😢,pleciden nda calah pleciden nda tau pleciden nda kuasa dpr calah dprnya,pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas dpr. semua ini calah dprnya😢,3,-1,Negatif,1
"No 7 lebih ke jahat drpd adil, kl mau dibeli aja sahamnya bukan dirampas",jahat adil dibeli sahamnya dirampas,"no 7 lebih ke jahat daripada adil, kalau mau dibeli saja sahamnya bukan dirampas",4,-1,Negatif,0
"INDONESIA LEBIH BAIK, AAMIIN BUNG FERRY",indonesia aamiin ferry,"indonesia lebih baik, aamiin bung ferry",5,1,Positif,0
BANYAK TENTARA NYAMAR JADI OJOL,tentara nyamar ojol,banyak tentara nyamar jadi ojol,1,-1,Negatif,1
obsesi halo dek😭 setuju bang,obsesi halo dek setuju,obsesi halo dek😭 setuju bang,4,-1,Negatif,0
Udah mundur bang. kurang RUU Perampasan Aset,mundur ruu perampasan aset,sudah mundur bang. kurang ruu perampasan aset,1,-1,Negatif,0
ferry Irawan ASBUN....,ferry irawan asbun,ferry irawan asbun....,5,-1,Negatif,0
"IA PAHAM, KITA KAN MESTI IZIN BOS DULU😂",paham mesti izin bos,"dia paham, kita kan mesti izin bos dulu😂",4,-1,Negatif,0
Baru kali ini fery dan prabowo sinkron ngomongnya,kali fery prabowo sinkron ngomongnya,baru kali ini fery dan prabowo sinkron ngomongnya,1,0,Netral,0
"Kenapa dibuat susah mas bro,<br>Intinya itu uang negara ini di korupsi terlalu parah sehingga ekonomi masyarakat terlalu sulit, <br>Dampakny yg a b c d sampai z yg lain bakal gugur sendiri klo dasar masalahnya di urus, mayoritas masyarakat indonesia ini tidak terlalu banyak mau kok, cukup bisa hidup normal dn standar aja udah cukup puas, ini standar paling mayoritas dan paling valid, penuhi dulu standar hidup minimum masyarakat agar mereka bisa senyum dan berpikir jernih, baru setelahnya kita bahas masalah mencerdaskan bangsa.<br><br>Perlu kalian ingat masyarakat yg dibawah yg paling mayoritas itu tidak ada kepentingan pribadi, mereka cuma butuh hidup layak dan aturan2 yg masuk akal, itu sudah sangat cukup. <br>Coba uang yg dikorupsi ditebar di masyarakat buat njalankan perekonomian, udah aman negara ini, mata uang juga bakal kuat, ekonomi jg kuat, dan perlahan pasti bakal cerdas masyarakat indo ini",susah intinya uang negara korupsi parah ekonomi masyarakat sulit dampakny gugur dasar urus mayoritas masyarakat indonesia hidup normal standar puas standar mayoritas valid penuhi standar hidup minimum masyarakat senyum berpikir jernih setelahnya bahas mencerdaskan bangsa masyarakat dibawah mayoritas kepentingan pribadi butuh hidup layak aturan masuk akal coba uang dikorupsi ditebar masyarakat njalankan perekonomian aman negara mata uang kuat ekonomi kuat perlahan cerdas masyarakat indo,"kenapa dibuat susah mas bro, intinya itu uang negara ini di korupsi terlalu parah sehingga ekonomi masyarakat terlalu sulit, dampakny yang a b c di sampai z yang lain bakal gugur sendiri kalau dasar masalahnya di urus, mayoritas masyarakat indonesia ini tidak terlalu banyak mau kok, cukup bisa hidup normal dan standar saja sudah cukup puas, ini standar paling mayoritas dan paling valid, penuhi dulu standar hidup minimum masyarakat agar mereka bisa senyum dan berpikir jernih, baru setelahnya kita bahas masalah mencerdaskan bangsa. perlu kalian ingat masyarakat yang dibawah yang paling mayoritas itu tidak ada kepentingan pribadi, mereka hanya butuh hidup layak dan aturan2 yang masuk akal, itu sudah sangat cukup. coba uang yang dikorupsi ditebar di masyarakat buat njalankan perekonomian, sudah aman negara ini, mata uang juga bakal kuat, ekonomi juga kuat, dan perlahan pasti bakal cerdas masyarakat indo ini",2,-1,Negatif,0
Bang irwandi video ini sangat mewakili.,irwandi video mewakili,bang irwandi video ini sangat mewakili.,5,1,Positif,0
Dukung Prabowo hancurkan koruptor dan oligarki.,dukung prabowo hancurkan koruptor oligarki,dukung prabowo hancurkan koruptor dan oligarki.,1,0,Netral,0
Sudah kejauhan demonya..yang ada malah merugikan rakyat sendiri,kejauhan demonya merugikan rakyat,sudah kejauhan demonya..yang ada malah merugikan rakyat sendiri,2,-1,Negatif,0
Akar masalah di dunia ini selalu masalah 🤑💸💵💴💶💰💳uang 💯seandainya kita hidup tanpa uang 🤔uang🤑💸💵💴💶💰💳 🤔uang bukan dosa 💯namun  rakus terhadap uang yang selalu menjadi masalah😰💯 Mari kita hidup bukan untuk Uang🤑💸💵💴💶💰💳 🤔pasti sehat 🙏,akar dunia uang seandainya hidup uang uang uang dosa rakus uang mari hidup uang sehat,akar masalah di dunia ini selalu masalah 🤑💸💵💴💶💰💳uang 💯seandainya kita hidup tanpa uang 🤔uang🤑💸💵💴💶💰💳 🤔uang bukan dosa 💯namun rakus terhadap uang yang selalu menjadi masalah😰💯 mari kita hidup bukan untuk uang🤑💸💵💴💶💰💳 🤔pasti sehat 🙏,3,-1,Negatif,0
Motivasi masuk Polisi:<br>Melindungi Masyarakat No<br>Agar mudah Jodoh yes😊,motivasi masuk polisi melindungi masyarakat mudah jodoh yes,motivasi masuk polisi: melindungi masyarakat no agar mudah jodoh yes😊,4,0,Netral,0
Kota Blitar isinya cuma anak² fomo yang gak paham arti Demo,kota blitar isinya anak fomo paham arti demo,kota blitar isinya hanya anak² fomo yang tidak paham arti demo,4,-1,Negatif,0
"Dari sebelum kerusuhan yg terjadi di beberapa daerah di Indonesia sebenarnya gerakan momen ini sudah direncanakan dengan sangat matang ,dan kita tidak boleh melupakan gerakan politik selama ini terjadi ...saya rasa ga jauh jauh dari situasi itu dengan apa yang terjadi saat ini,semoga dengan masyarakat yang situasi ekonomi yang buruk tidak terpengaruh dengan provokasi ...mari kita jangan ceroboh karna arab spring bisa terjadi di Indonesia",kerusuhan daerah indonesia gerakan momen direncanakan matang melupakan gerakan politik situasi semoga masyarakat situasi ekonomi buruk terpengaruh provokasi mari ceroboh arab spring indonesia,"dari sebelum kerusuhan yang terjadi di beberapa daerah di indonesia sebenarnya gerakan momen ini sudah direncanakan dengan sangat matang ,dan kita tidak boleh melupakan gerakan politik selama ini terjadi ...saya rasa tidak jauh jauh dari situasi itu dengan apa yang terjadi saat ini,semoga dengan masyarakat yang situasi ekonomi yang buruk tidak terpengaruh dengan provokasi ...mari kita jangan ceroboh karena arab spring bisa terjadi di indonesia",2,1,Positif,0
Pertanyaan nya.. kalau darurat militer siapa yg paling diuntumgkan?,darurat militer diuntumgkan,pertanyaan nya.. kalau darurat militer siapa yang paling diuntumgkan?,2,-1,Negatif,0
"Di tengah kekacauan ini beruntung ada lu bang,",kekacauan beruntung,"di tengah kekacauan ini beruntung ada kamu bang,",5,1,Positif,0
"Iya bang, dari kemaren gua update sih kawan2 pulang dan udahan. Temen2 malah ikutan ngompori aksi.<br>Padahal sedih liat korban affan dan 4 orang di Makassar.",iya kemaren update kawan pulang udahan temen ikutan ngompori aksi sedih lihat korban affan orang makassar,"iya bang, dari kemaren saya update sih kawan2 pulang dan udahan. temen2 malah ikutan ngompori aksi. padahal sedih lihat korban affan dan 4 orang di makassar.",5,-1,Negatif,0
"beberapa waktu blakangan banyak temen temenku di medsos menyuarakan kritik dan demo ini secara berlebihan sampe ke arah anarkisme.<br>aku gk paham mereka ini gak tau sedang di giring oleh buzzer ato memang sengaja buat ngelakuin hal itu.<br><br>karena sebelum bang ferry ngomong kayak gini. aku termasuk salah satu dari beberapa orang yang merasa takut kalau gelombang protes ini eskalasinya menjadi lebih besar.<br>bukannya membela pemerintah atau DPR, tapi lebih ke takut jika nantinya negara akan menerapkan darurat militer di tengah semua kekacauan yang semakin parah ini.<br><br>jadi buat temen temenku yang mungkin membaca ini.<br>&quot;ini bukan tentang kelompok 58% atau tentang anak abah... ini tentang pihak yang ingin memecah belah bangsa. suka tidak suka, kita semua sepakat kalau kita membenci DPR... tapi bisakah kita stop melakukan tindakan yang lebih anarkis dan kembali ke tujuan awal kita??? jangan sampai negara kita di pecah dan darurat militer diberlakukan di republik ini&quot;",blakangan temen temenku medsos menyuarakan kritik demo sampe arah anarkisme paham tau giring buzzer ato sengaja ngelakuin ferry ngomong gini salah orang takut gelombang protes eskalasinya membela pemerintah dpr takut negara menerapkan darurat militer kekacauan parah temen temenku membaca quot kelompok anak abah memecah belah bangsa suka suka sepakat membenci dpr stop tindakan anarkis tujuan negara pecah darurat militer diberlakukan republik quot,"beberapa waktu blakangan banyak temen temenku di medsos menyuarakan kritik dan demo ini secara berlebihan sampe ke arah anarkisme. saya tidak paham mereka ini tidak tau sedang di giring oleh buzzer ato memang sengaja buat ngelakuin hal itu. karena sebelum bang ferry ngomong seperti gini. saya termasuk salah satu dari beberapa orang yang merasa takut kalau gelombang protes ini eskalasinya menjadi lebih besar. bukannya membela pemerintah atau dpr, tapi lebih ke takut jika nantinya negara akan menerapkan darurat militer di tengah semua kekacauan yang semakin parah ini. jadi buat temen temenku yang mungkin membaca ini. &quot;ini bukan tentang kelompok 58% atau tentang anak abah... ini tentang pihak yang ingin memecah belah bangsa. suka tidak suka, kita semua sepakat kalau kita membenci dpr... tapi bisakah kita stop melakukan tindakan yang lebih anarkis dan kembali ke tujuan awal kita??? jangan sampai negara kita di pecah dan darurat militer diberlakukan di republik ini&quot;",2,-1,Negatif,0
Harusnya listio sigit juga kena tuh.kapolri planga plongo,listio sigit kena tuh kapolri planga plongo,harusnya listio sigit juga kena tuh.kapolri planga plongo,4,-1,Negatif,0
Kalau minta keadilan ya secara hukum yg salah dihukum. Simpel,keadilan hukum salah dihukum simpel,kalau minta keadilan ya secara hukum yang salah dihukum. simpel,3,-1,Negatif,0
"Perampasan aseeet, paling utamaaa",perampasan aseeet utamaaa,"perampasan aseeet, paling utamaaa",1,1,Positif,0
Abang mending ikut orasi aja.d depan pendemo,abang mending orasi pendemo,abang mending ikut orasi aja.d depan pendemo,5,-1,Negatif,0
Ayo listyo sigit sgr lah mundur atau tunggulah diberhentikan spt halnya angg dpr yg dinonaktifkan ketumnya. Ayo pak presiden ditunggu sgr keputusannya,ayo listyo sigit sgr mundur tunggulah diberhentikan halnya angg dpr dinonaktifkan ketumnya ayo presiden ditunggu sgr keputusannya,ayo listyo sigit sgr lah mundur atau tunggulah diberhentikan seperti halnya angg dpr yang dinonaktifkan ketumnya. ayo pak presiden ditunggu sgr keputusannya,4,-1,Negatif,0
"Up up guys, trendingkan",guys trendingkan,"up up guys, trendingkan",4,-1,Negatif,0
alangkah baiknya dpr di isi dari mahasiswa yg ber prestasi di bidang nya. agar tidak full dri anggota partai. agar tercipta nya balance ke masayarakat bisa melihat.<br>yg tersebar di berita juga kan anggota dpr tidak bsa sahkan kebijakan. tergantung ketum2 partai,alangkah baiknya dpr isi mahasiswa ber prestasi bidang full dri anggota partai tercipta balance masayarakat tersebar berita anggota dpr sahkan kebijakan tergantung ketum partai,alangkah baiknya dpr di isi dari mahasiswa yang ber prestasi di bidang nya. agar tidak full dri anggota partai. agar tercipta nya balance ke masayarakat bisa melihat. yang tersebar di berita juga kan anggota dpr tidak bisa sahkan kebijakan. tergantung ketum2 partai,2,1,Positif,0
"Bentar bang gw mau berpikiran liar,apa mungkin ini perang Antara legislatif vs eksekutif.",bentar berpikiran liar perang legislatif eksekutif,"bentar bang saya mau berpikiran liar,apa mungkin ini perang antara legislatif vs eksekutif.",2,-1,Negatif,0
"terima kasih sudah terus mencerdaskan kita bung ferry, jangan lupa isitirahat juga demi kesehatan agar dapat terus melanjutkan perjuangan mencerdaskan bangsa dan demi keluarga tercinta juga. Kami masyarakat baru disini akan terus siap berupaya menyampaikan pesan pesan bung ferry dan teman teman seperjuangan lainnya. Kita maju terus dan pikul sama sama bung ferry",terima kasih mencerdaskan ferry lupa isitirahat kesehatan melanjutkan perjuangan mencerdaskan bangsa keluarga tercinta masyarakat berupaya pesan pesan ferry teman teman seperjuangan maju pikul ferry,"terima kasih sudah terus mencerdaskan kita bung ferry, jangan lupa isitirahat juga demi kesehatan agar dapat terus melanjutkan perjuangan mencerdaskan bangsa dan demi keluarga tercinta juga. kami masyarakat baru disini akan terus siap berupaya menyampaikan pesan pesan bung ferry dan teman teman seperjuangan lainnya. kita maju terus dan pikul sama sama bung ferry",5,1,Positif,1856
pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas DPR. semua ini calah DPRnya😢,pleciden nda calah pleciden nda tau pleciden nda kuasa dpr calah dprnya,pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas dpr. semua ini calah dprnya😢,3,-1,Negatif,6
​@FadliRizaAnnurr Cle Cle Cle Minggir Lu Buzzer BuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzerBuzzer,cle cle cle minggir buzzer buzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzer,​ cle cle cle minggir kamu buzzer buzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzerbuzzer,5,-1,Negatif,0
"Perasaan gua demo yg gua jalanin gada dalang nya deh, emang ni murni dateng nya dari hati sama perasaan gua yang resah sama pemerintahan prabowo ini.. jadi sumpah gada di tunggangi siapapun sih, kayaknya masyarakat sama deh kayaknya mau chaos ga nya juga emang murni dia sendiri yang mau mungkin rasa kesal yg dalam kali sama rezim kejam sekarang ini",perasaan demo jalanin gada dalang emang murni dateng hati perasaan resah pemerintahan prabowo sumpah gada tunggangi kayaknya masyarakat kayaknya chaos emang murni kesal kali rezim kejam,"perasaan saya demo yang saya jalanin gada dalang nya deh, emang ni murni dateng nya dari hati sama perasaan saya yang resah sama pemerintahan prabowo ini.. jadi sumpah gada di tunggangi siapapun sih, kayaknya masyarakat sama deh kayaknya mau chaos tidak nya juga emang murni dia sendiri yang mau mungkin rasa kesal yang dalam kali sama rezim kejam sekarang ini",1,-1,Negatif,2
bukannya gimana ya bang akun fufafa aja sampe sekarang ga ke sentuh tapi coba kita optimis bismillah,gimana akun fufafa sampe sentuh coba optimis bismillah,bukannya gimana ya bang akun fufafa saja sampe sekarang tidak ke sentuh tapi coba kita optimis bismillah,4,-1,Negatif,0
Salam warassss. ❤❤❤ salam para pecinta ke damaian dan para pemikiran yang cerdassss❤❤❤,salam warassss salam pecinta damaian pemikiran cerdassss,salam warassss. ❤❤❤ salam para pecinta ke damaian dan para pemikiran yang cerdassss❤❤❤,1,1,Positif,0
Mati satu tumbuh seribu. Itulah tan malaka. Mungkin ini eranya tumbuh tan malaka tan malaka yg lainnya..<br>Tajamkan pikiran kalian kawan2..,mati tumbuh seribu tan malaka eranya tumbuh tan malaka tan malaka tajamkan pikiran kawan,mati satu tumbuh seribu. itulah tan malaka. mungkin ini eranya tumbuh tan malaka tan malaka yang lainnya.. tajamkan pikiran kalian kawan2..,5,-1,Negatif,5
"kalo ada orang yang bakar fasilitas umum, kita pukulin aja guys. mungkin dia orang suruhan",orang bakar fasilitas pukulin guys orang suruhan,"kalau ada orang yang bakar fasilitas umum, kita pukulin saja guys. mungkin dia orang suruhan",4,-1,Negatif,0
"ada team cybernya bang, wkwk tau bgt siapa mereka. dia yg menggerakan isu2 dan menaikan hastag, serta bikin editan2 video maupun foto serta nyebarin hoax. sebenernya bisa dibumi hanguskan mereka kalo mau, tapi ya sepertinya mereka tetep masih dipelihara sampe Indonesia jadi kerajaan lagi haha",team cybernya wkwk tau menggerakan isu menaikan hastag bikin editan video foto nyebarin hoax sebenernya dibumi hanguskan tetep dipelihara sampe indonesia kerajaan haha,"ada team cybernya bang, wkwk tau sangat siapa mereka. dia yang menggerakan isu2 dan menaikan hastag, serta bikin editan2 video maupun foto serta nyebarin hoax. sebenernya bisa dibumi hanguskan mereka kalau mau, tapi ya sepertinya mereka tetep masih dipelihara sampe indonesia jadi kerajaan lagi haha",2,-1,Negatif,0
lu juga harus hati-hati bng,hati hati bng,kamu juga harus hati-hati bng,5,-1,Negatif,0
"Yang bilang hidup TNI fix buzzer, dikira TNI lebih baik dari Polisi? Inget guys TNI sama Polisi itu gak ada bedanya",bilang hidup tni fix buzzer tni polisi inget guys tni polisi bedanya,"yang bilang hidup tni fix buzzer, dikira tni lebih baik dari polisi? inget guys tni sama polisi itu tidak ada bedanya",2,-1,Negatif,0
para penjahat yg mencoba adu domba ini tidak akan kami maafkan bahkan di neraka sekalipun,penjahat mencoba adu domba maafkan neraka,para penjahat yang mencoba adu domba ini tidak akan kami maafkan bahkan di neraka sekalipun,4,-1,Negatif,0
"fer, rmh owi ma anaknya dijaga tentara tuh dari kemaren2. knp tentara ga jaga2 di tempat laen ya?",fer rumah owi anaknya dijaga tentara tuh kemaren knp tentara jaga laen,"fer, rumah owi ma anaknya dijaga tentara tuh dari kemaren2. knp tentara tidak jaga2 di tempat laen ya?",2,-1,Negatif,0
"Menolak lupa harun masiku sama antek2nya yang baru bebas!!!!!, kasus korupsi lainnya😊",menolak lupa harun masiku antek bebas korupsi,"menolak lupa harun masiku sama antek2nya yang baru bebas!!!!!, kasus korupsi lainnya😊",1,-1,Negatif,0
Masih belom nangkep siap nih dalangnya spill dongg,belom nangkep dalangnya spill dongg,masih belom nangkep siap nih dalangnya spill dongg,1,-1,Negatif,0
"BANG SEMOGA PANJANG UMUR DAN SEHAT SELALU,,SAYA BANGGA BISA LAHIR DAN BERJUANG DENGAN ORANG ORANG HEBAT🙌",semoga umur sehat bangga lahir berjuang orang orang hebat,"bang semoga panjang umur dan sehat selalu,,saya bangga bisa lahir dan berjuang dengan orang orang hebat🙌",5,1,Positif,0
"Selama Sistim kemakmuran yg tidak pernah mendatangkan keadilan, lambat Laun gejolak tetap ada, kalau rakyat perutnya kenyang, kebutuhan tercukupi pasti damai gak ada gejolak sosial.",sistim kemakmuran keadilan lambat laun gejolak rakyat perutnya kenyang kebutuhan tercukupi damai gejolak sosial,"selama sistim kemakmuran yang tidak pernah mendatangkan keadilan, lambat laun gejolak tetap ada, kalau rakyat perutnya kenyang, kebutuhan tercukupi pasti damai tidak ada gejolak sosial.",3,1,Positif,0
Nah itu yg Ahok mau kl jd pemimpin. Tp orang spt Ahok kan dibenci.,ahok pemimpin orang ahok dibenci,nah itu yang ahok mau kalau jadi pemimpin. tp orang seperti ahok kan dibenci.,2,-1,Negatif,0
"Ayoo semua influencer semua mengarahkan dan menjaga aspirasi rakyat jangan sampai disusupi oknum preman, provokator, maling, yang berkedok aspirasi rakyat. Jangan sampai semua aspirasi rakyat yang murni malah jadi anarkis dan menjadi mudah disusupi dikendalikan oleh oknum.. yang rugi rakyat kecil dan menengah, yang tertawa para kasus koruptor, noel, kasus silfester, pertamina, dan lain lain yang terabaikan..",ayoo influencer mengarahkan menjaga aspirasi rakyat disusupi oknum preman provokator maling berkedok aspirasi rakyat aspirasi rakyat murni anarkis mudah disusupi dikendalikan oknum rugi rakyat menengah tertawa koruptor noel silfester pertamina terabaikan,"ayoo semua influencer semua mengarahkan dan menjaga aspirasi rakyat jangan sampai disusupi oknum preman, provokator, maling, yang berkedok aspirasi rakyat. jangan sampai semua aspirasi rakyat yang murni malah jadi anarkis dan menjadi mudah disusupi dikendalikan oleh oknum.. yang rugi rakyat kecil dan menengah, yang tertawa para kasus koruptor, noel, kasus silfester, pertamina, dan lain lain yang terabaikan..",1,-1,Negatif,0
"BUAT PARA DEMONSTRAN, JANGAN LUPA SAMA TUJUAN KITA!<br>Kita semua udah marah! suara rakyat mengguncang! tapi jangan biarkan amarah ini membabi buta tanpa tujuan! Tanyakan, siapa yang membuat kita sampai seperti ini? Siapa yang menyiksa rakyat, siapa yang senang di atas penderitaan kita, siapa yang bersembunyi di kursi DPR sambil berpura-pura jadi wakil rakyat? Itulah yang harus kita fokuskan sekarang! Jangan puas hanya teriak di jalan, jangan biarkan api amarah kita berakhir tanpa menghasilkan apa apa! Arahkan langsung ke nama-nama mereka!Karena selagi masih ada nama nama itu di dalam gedung pemerintahan kita, negara ini tidak bakal ada perubahannya sama sekali! Jangan tersentuh dengan permintaan maaf mereka! Mereka meminta maaf karena takut kehilangan jabatannya! Jadi fokuskan marahmu! bukan sekadar demo, tapi desak, hukum (secara sosial dan hukum negara), dan hantam para koruptor dan pejabat negara itu! Jangan biarkan mereka tidur tenang, karena darah rakyat menagih keadilan dari mereka yang bersenang-senang di saat rakyatnya menderita.",demonstran lupa tujuan marah suara rakyat mengguncang biarkan amarah membabi buta tujuan menyiksa rakyat senang penderitaan bersembunyi kursi dpr berpura pura wakil rakyat fokuskan puas teriak jalan biarkan api amarah menghasilkan arahkan langsung nama nama selagi nama nama gedung pemerintahan negara perubahannya tersentuh permintaan maaf maaf takut kehilangan jabatannya fokuskan marahmu demo desak hukum sosial hukum negara hantam koruptor pejabat negara biarkan tidur tenang darah rakyat menagih keadilan bersenang senang rakyatnya menderita,"buat para demonstran, jangan lupa sama tujuan kita! kita semua sudah marah! suara rakyat mengguncang! tapi jangan biarkan amarah ini membabi buta tanpa tujuan! tanyakan, siapa yang membuat kita sampai seperti ini? siapa yang menyiksa rakyat, siapa yang senang di atas penderitaan kita, siapa yang bersembunyi di kursi dpr sambil berpura-pura jadi wakil rakyat? itulah yang harus kita fokuskan sekarang! jangan puas hanya teriak di jalan, jangan biarkan api amarah kita berakhir tanpa menghasilkan apa apa! arahkan langsung ke nama-nama mereka!karena selagi masih ada nama nama itu di dalam gedung pemerintahan kita, negara ini tidak bakal ada perubahannya sama sekali! jangan tersentuh dengan permintaan maaf mereka! mereka meminta maaf karena takut kehilangan jabatannya! jadi fokuskan marahmu! bukan sekadar demo, tapi desak, hukum (secara sosial dan hukum negara), dan hantam para koruptor dan pejabat negara itu! jangan biarkan mereka tidur tenang, karena darah rakyat menagih keadilan dari mereka yang bersenang-senang di saat rakyatnya menderita.",2,-1,Negatif,0
Cerdas sekali bang... Sya sangat setuju dengan analisamu..,cerdas sya setuju analisamu,cerdas sekali bang... sya sangat setuju dengan analisamu..,5,1,Positif,0
Terimakasih sudah mewakilkan suara kita bang❤,terimakasih mewakilkan suara,terimakasih sudah mewakilkan suara kita bang❤,4,0,Netral,1
Alhamdulillah 4 orang udah dipecat bang,alhamdulillah orang dipecat,alhamdulillah 4 orang sudah dipecat bang,5,-1,Negatif,0
"Kita berusaha diadu domba dan memprovokasi satu sama lain, kita generasi sekarang tidaklah bodoh, RIP Affan Kurniawan",berusaha diadu domba memprovokasi generasi bodoh rip affan kurniawan,"kita berusaha diadu domba dan memprovokasi satu sama lain, kita generasi sekarang tidaklah bodoh, rip affan kurniawan",4,-1,Negatif,8
"menurut gw setelah banyak nya bukti bukti video yang beredar di Instagram, sebentar yang merusak fasilitas umum, yang melakukan provokasi itu merupakan Intel polisi bukan bagian dari pendemo, seperti maling teriak maling.... mereka yang memulai kerusuhan sebagai Intel ke polisi yang bertugas menggunakan seragam, yang jadi sasaran nya para pendemo sehingga membuat demo selalu chaos.....",bukti bukti video beredar instagram sebentar merusak fasilitas provokasi intel polisi pendemo maling teriak maling kerusuhan intel polisi bertugas seragam sasaran pendemo demo chaos,"menurut saya setelah banyak nya bukti bukti video yang beredar di instagram, sebentar yang merusak fasilitas umum, yang melakukan provokasi itu merupakan intel polisi bukan bagian dari pendemo, seperti maling teriak maling.... mereka yang memulai kerusuhan sebagai intel ke polisi yang bertugas menggunakan seragam, yang jadi sasaran nya para pendemo sehingga membuat demo selalu chaos.....",4,-1,Negatif,0
"Kan bnyk sekarang jendral2 aktif/pensiunan mau di usut kasus ny JD beckingan mafia/para koruptor...dengan rusuh mereka akan bertindak dgn mengatasnamakan darurat militer,maka rakyat yg akan terjepit",bnyk jendral aktif pensiunan usut beckingan mafia koruptor rusuh bertindak mengatasnamakan darurat militer rakyat terjepit,"kan bnyk sekarang jendral2 aktif/pensiunan mau di usut kasus ny jadi beckingan mafia/para koruptor...dengan rusuh mereka akan bertindak dengan mengatasnamakan darurat militer,maka rakyat yang akan terjepit",1,-1,Negatif,0
"Terimakasih banyak bang, semoga abang dilindungi Tuhan yang Maha Esa!",terimakasih semoga abang dilindungi tuhan maha esa,"terimakasih banyak bang, semoga abang dilindungi tuhan yang maha esa!",5,1,Positif,0
ang ferry pak prabowo memerintahkan untuk menerima tokoh tokoh masyarakat untuk berdialog apakah abang mau untuk berdialog dengan mereka saya harap bang ferry bisa berdialog dengan mereka dan jelaskan bang apa yang sebenernya terjadi dan jelaskan aspirasi kami bang,ang ferry prabowo memerintahkan menerima tokoh tokoh masyarakat berdialog abang berdialog harap ferry berdialog sebenernya aspirasi,ang ferry pak prabowo memerintahkan untuk menerima tokoh tokoh masyarakat untuk berdialog apakah abang mau untuk berdialog dengan mereka saya harap bang ferry bisa berdialog dengan mereka dan jelaskan bang apa yang sebenernya terjadi dan jelaskan aspirasi kami bang,5,0,Netral,1
perlukah reformasi dilakukan untuk system yang sudah bobrok ini ?,reformasi system bobrok,perlukah reformasi dilakukan untuk system yang sudah bobrok ini ?,5,-1,Negatif,0
"Bang Ferry mohon hadir kalau ada dialog dengan DPR yang di kemukan presiden untuk mengundang tokoh untuk hadir bang agar supaya rangkuman permintaan rakyat bisa disuarakan bang, terlebih untuk nasib guru yang yang sering dilupakan bang 🙏🙏🙏",ferry mohon hadir dialog dpr kemukan presiden mengundang tokoh hadir rangkuman permintaan rakyat disuarakan nasib guru dilupakan,"bang ferry mohon hadir kalau ada dialog dengan dpr yang di kemukan presiden untuk mengundang tokoh untuk hadir bang agar supaya rangkuman permintaan rakyat bisa disuarakan bang, terlebih untuk nasib guru yang yang sering dilupakan bang 🙏🙏🙏",3,0,Netral,0
"tunjangan dinaikkan itu sudah terencana agar kepemimpinan dibawah prabowo hancur, sengaja memancing rakyat untuk berdemo, mengadu domba dengan aparat. dalangnya sudah jelas.",tunjangan dinaikkan terencana kepemimpinan dibawah prabowo hancur sengaja memancing rakyat berdemo mengadu domba aparat dalangnya,"tunjangan dinaikkan itu sudah terencana agar kepemimpinan dibawah prabowo hancur, sengaja memancing rakyat untuk berdemo, mengadu domba dengan aparat. dalangnya sudah jelas.",1,-1,Negatif,24
"PPN 12% , 4 PULAU, TUNJANGAN DPR SUDAH DIRENCANAKAN SEBELUM PRABOWO MENJABAT",ppn pulau tunjangan dpr direncanakan prabowo menjabat,"ppn 12% , 4 pulau, tunjangan dpr sudah direncanakan sebelum prabowo menjabat",4,0,Netral,1
Siapa?mikir keras?,mikir keras,siapa?mikir keras?,4,-1,Negatif,0
