publishedAt,authorDisplayName,textDisplay,likeCount,text_clean,dominant_topic,topic_probability
2025-08-31T10:02:00Z,@Ivan-e7b8g,RIZA CHALID,0,riza chalid,1,0.34444156
2025-08-31T10:01:58Z,@uhyes7259,"&quot;Senjata kita adalah otak, sesuatu yang mereka tidak punya&quot; <br>-Ferry Irwandi",3,quot senjata otak quot ferry irwandi,1,0.38609612
2025-08-31T10:01:55Z,@bagasardianto1512,sosok bang fery adalah pemimpin revolusi di dunia nyata,0,sosok fery pemimpin revolusi dunia nyata,5,0.3332934
2025-08-31T10:01:50Z,@erwinlauw7400,kejar bajingan2 provikasi. kenapa....karena terstruktur membocengin pendomo demi tujuan mereka agar saling hajar antar rakyat,0,kejar bajingan provikasi terstruktur membocengin pendomo tujuan hajar rakyat,3,0.28012615
2025-08-31T10:01:43Z,@danyndhuablex9958,Jangan lupa sama nusron wahid &amp; emek2 jilbab merah<br>Kita sikat sekalian,0,lupa nusron wahid amp emek jilbab merah sikat,4,0.26625177
2025-08-31T10:01:43Z,@hanumtw,"Bang fery, makasih udh selalu bersuara dan membersamai rakyat kecil",0,fery makasih bersuara membersamai rakyat,5,0.30749604
2025-08-31T10:01:42Z,@AwfaYasin,Makasihhh banggggggggg,0,makasihhh banggggggggg,4,0.22445367
2025-08-31T10:01:42Z,@sandisahidin939,Mantaaapppppp...,0,mantaaapppppp,4,0.22445367
2025-08-31T10:01:42Z,@maubelishop,Jangan² Prabs sendiri yg pengen darurat militer,0,prabs pengen darurat militer,2,0.33289418
2025-08-31T10:01:41Z,@oniderpo4860,"Dari tgl 25 Agustus saya selalu merhatiin pergerakan demo, dan seperti ada kontrol yg terstruktur meski berubah2 sesuai keadaan saat itu atw sesuai arah angin ya😅...tau sih arahnya ke mana selain darurat militer😊... Meski begitu jangan berhenti berjuang utk menyuarakan aspirasi rakyat, negara ini harus berubah serta pejabat2nya yg suka flexing merasa kebal hukum dan banyak menikmati fasilitas negara yg di ambil dari pajak padahal rakyatnya masih banyak yg blm sejahtera...update intuisi saya Syahroni ga bakalan balik indo kalo balik bakal JD tumbal dia😂😂",0,tgl agustus merhatiin pergerakan demo kontrol terstruktur berubah sesuai atw sesuai arah angin tau arahnya darurat militer berhenti berjuang menyuarakan aspirasi rakyat negara berubah pejabat suka flexing kebal hukum menikmati fasilitas negara ambil pajak rakyatnya sejahtera update intuisi syahroni indo tumbal,2,0.43484887
2025-08-31T10:01:38Z,@Doel125,"Dalangnya menurut wowo adalah dr luar, LUAR ANGKASA maksudnya??🪳",1,dalangnya wowo angkasa maksudnya,2,0.24909072
2025-08-31T10:01:33Z,@CARLOSTHOMAS2651,ayo bang ferry aku dukung abang demi masa depan indonesia,0,ayo ferry dukung abang indonesia,5,0.4962092
2025-08-31T10:01:31Z,@youtubersampingan,"Bang lu sadar nggak, lu muncul tiba-tiba gara gara konten yakjut makjut. <br><br>Terus entah kenapa takdir bikin lu jadi kayak sosok pahlawan revolusi, jadi sosok panutan &amp; harapan serta jadi sambungan lidah warga sipil yang suaranya kurang kedengeran, emang takdir lu kali yee <br><br>Stay safe bang jangan kayak munir, kami warga sipil masih sangat butuh suara abang karena suara abang yang bisa kedengeran",0,sadar nggak muncul gara gara konten yakjut makjut takdir bikin sosok pahlawan revolusi sosok panutan amp harapan sambungan lidah warga sipil suaranya kedengeran emang takdir kali yee stay safe munir warga sipil butuh suara abang suara abang kedengeran,5,0.3728536
2025-08-31T10:01:26Z,@UstadinWidya,Setelah upload ini tolong bang ferry jaga dan amankan diri juga keluarga ya❤sehat selalu,0,upload tolong ferry jaga amankan keluarga sehat,5,0.50055516
2025-08-31T10:01:26Z,@sairhc1694,"Korban meninggal di makassar nggak dibahas bang, itu juga nyawa sipil loh.",0,korban meninggal makassar nggak dibahas nyawa sipil lho,2,0.35256913
2025-08-31T10:02:47Z,@asaaa31.,"bukan itu poin video ini kak, itu tetap nyawa. saya ikut berduka cita 🙏🏻",0,poin video kak nyawa berduka cita,4,0.2681626
2025-08-31T10:01:26Z,@SayoNara334,Bro ferry kalo di undang dpr bersediakah?,0,ferry undang dpr bersediakah,4,0.25180984
2025-08-31T10:01:21Z,@morisforal9199,"Kenapa gak grebek aja pihak ketiga ini, minimal di atas akun2 bazer ini lah",0,grebek ketiga minimal akun bazer,4,0.23297216
2025-08-31T10:01:17Z,@videoselinganistirahat,sejak kapan udah gak ada logo close the door ?,0,logo close the door,3,0.40240636
2025-08-31T10:01:14Z,@budiharyanto753,Sepakat bung irwandi,0,sepakat irwandi,5,0.27242574
2025-08-31T10:01:12Z,@aeni_channel4114,"Gue salut ama lo bang, tapi gua juga kecewa loe ga mampu mengkoordir masa aksi yg merusak pasilitas publik. Artinya semua kita lemah pada saat diadudomba.",0,salut ama kecewa mengkoordir aksi merusak pasilitas publik lemah diadudomba,4,0.35406467
2025-08-31T10:01:10Z,@bluetooth2507,Tni ad ibarat kanker darah yg memakan darah sehat,0,tni kanker darah memakan darah sehat,2,0.42812276
2025-08-31T10:01:10Z,@hermanwillem7057,"sedih amat minta cuma segitu aja susah. kalo dinilai 0-100 untuk efisiensi and efektifnya pekerjaan pemerintah, US itu mungkin cuma 40, jepang cuma 54 lah, inggris 42-44. indo ini bisa cuma 20 kebawah. mau dapet 40 itu minimal litigasi yg berjalan dengan lancar, 50 itu welfare berjalan dengan bener atau infrastruktur transportasi komprehensif, 60 itu ada effort yg baik untuk masalah lapangan kerja, 70 itu transisi edukasi seiring jaman yg baik, 80 ke atas udh mendekati utopia",0,sedih segitu susah dinilai efisiensi efektifnya pekerjaan pemerintah jepang inggris indo kebawah dapet minimal litigasi berjalan lancar welfare berjalan bener infrastruktur transportasi komprehensif effort lapangan kerja transisi edukasi seiring jaman mendekati utopia,4,0.26686972
2025-08-31T10:01:10Z,@ilhamsetiawan1321,Bang bagi saya rakyat sipil biasa yang tidak punya platform sosmed yg besar&amp; gk bisa ikut turun ke jalan<br>Sikap dan cara saya ikut mendukung harus gimana ?,0,rakyat sipil platform sosmed amp turun jalan sikap mendukung gimana,2,0.36838448
2025-08-31T10:01:10Z,@akunyoutube666,"Jangan sampai kita terprovokasi oleh oknum&quot; yg ingin bangsa ini runtuh, tetap jaga persatuan.",0,terprovokasi oknum quot bangsa runtuh jaga persatuan,5,0.3751669
2025-08-31T10:01:07Z,@singketelu676,Terimakasih semua,1,terimakasih,4,0.3024232
2025-08-31T10:01:06Z,@sanandafirdausalkindi4136,PLISS BUAT TEMEN TEMEN GA USAH DITANGGEPIN KOMENTAR BUZZER FOKUS AJA SAMA KOMENTAR YG POSITIF KARENA DISINI KITA SAMA² CARI SOLUSI BUKAN KONFRONTASI‼️dan untuk bung ferry teruslah bersuara mewakili kami para rakyat yang tidak punya suara dan semoga dengan video² lu bisa membuka mata dan pikiran mereka agar lebih AWARE terhadap adu domba yang dimainkan oleh tikus² yang berkuasa<br><br>sehat selalu bung ferry dan keluarga dan semoga lu tidak sampai dibungkam❤️✊,0,pliss temen temen ditanggepin komentar buzzer fokus komentar positif cari solusi konfrontasi ferry teruslah bersuara mewakili rakyat suara semoga video membuka mata pikiran aware adu domba dimainkan tikus berkuasa sehat ferry keluarga semoga dibungkam,5,0.47543126
2025-08-31T10:01:04Z,@fanyjulian2267,Lulusan sma nyetir barakuda 😢,0,lulusan sma nyetir barakuda,2,0.3320625
2025-08-31T10:01:04Z,@relungslebew3577,Bang bahas juga yang penembakan pakai peluru asli bg yang mati bnyak,0,bahas penembakan pakai peluru asli mati bnyak,1,0.29918283
2025-08-31T10:01:03Z,@journeyoflive-01,🇮🇩🇮🇩🔥🔥Barisan Masyarakat Cerdas,13,barisan masyarakat cerdas,5,0.33320767
2025-08-31T10:01:02Z,@youhavetoseeth1s,IRON MENNNNNNNNN,0,iron mennnnnnnnn,4,0.22445367
2025-08-31T10:01:02Z,@megandylan5390,"Namanya jg rakyat indo, gampang bet di provokasi. Pdhal INDONESIA SEDANG BANGKIT. Betul2 kali ini indonesia bangkit.",0,namanya rakyat indo gampang bet provokasi pdhal indonesia bangkit kali indonesia bangkit,1,0.36658162
2025-08-31T10:00:59Z,@karepmula,Hidup akal sehat😊,0,hidup akal sehat,5,0.30525717
2025-08-31T10:00:57Z,@empurnomoaji,"Yang ditampilkan di tv bukan tuntutan masyarakat ya, malah kerusuhan nya?!",0,ditampilkan tuntutan masyarakat kerusuhan,2,0.33287343
2025-08-31T10:00:53Z,@Myn1988,"Yes yg berkepentingan bukan cm satu geng bang tp isunya ktnya ada geng lama jg, jd rakyat harus bersatu, please jgn smp mnt bubarkan DPR krn berbahaya,DPR itu berfungsi sbg check and balance utk Pemerintah dlm menjalankan kebijakan2 pemerintahan klo ga ada check and balance bs berbahaya, kepemimpinan bs mengarah k diktator dan ini yg plg dtakutkan..so rakyat please calm down,Pa Presiden sdh ksh arahan dan statemennya, sy saran slh stu org utk temu wicara dgn DPR slh satunya itu mas Ferry jg,sdh dipersilahkan oleh Pa Presiden..skli lg calm down ya guys dan jgn mdh terpancing amarah serta mdh terprovokasi, kita semua bersaudara,jaga kawan2,jaga warga,jaga Indonesia kita",7,yes berkepentingan geng isunya ktnya geng rakyat bersatu please smp mnt bubarkan dpr berbahaya dpr berfungsi check balance pemerintah menjalankan kebijakan pemerintahan check balance berbahaya kepemimpinan mengarah diktator plg dtakutkan rakyat please calm down presiden ksh arahan statemennya saran salah stu orang temu wicara dpr salah satunya ferry dipersilahkan presiden skli calm down guys mdh terpancing amarah mdh terprovokasi bersaudara jaga kawan jaga warga jaga indonesia,5,0.277531
2025-08-31T10:07:19Z,@777song-b9s,King Norway,0,king norway,4,0.22445367
2025-08-31T10:14:34Z,@Myn1988,​@777song-b9sbukan cm itu bang ktnya tp pemain lama,0,sbukan ktnya pemain,2,0.27102646
2025-08-31T10:22:22Z,@EdiIscombel-oi9ij,"​​@Myn1988sebut inisial dong genks,,siapa dah..",0,inisial genks dah,1,0.3243453
2025-08-31T10:25:35Z,@Myn1988,"​@EdiIscombel-oi9ijga ah, ini jg sy dpt dr thread, cr aja sndiri",0,ijga thread sndiri,4,0.3008579
2025-08-31T10:00:53Z,@aqibignacy,Sehat-sehat bang fery,0,sehat sehat fery,5,0.41695768
2025-08-31T10:00:51Z,@SPORTSLOVERSFIVE,"Lain kali DPR kalau ada aspirasi segera tanggapi, biar demo nya gak d tunggangi",1,kali dpr aspirasi tanggapi biar demo tunggangi,4,0.3555254
2025-08-31T10:00:51Z,@IrpanKonter,sok pahlawan,0,sok pahlawan,5,0.3636445
2025-08-31T10:01:37Z,@local4125,Semoga yang terburuk buat anda,0,semoga terburuk,5,0.2997193
2025-08-31T10:00:50Z,@warungpintarqu7141,"Setujuuu.....tidak ada itu adu domba, penyusupan asing aseng.....yg ada mereka berusaha pertahanin jabatan dan posisinya masing2....rakyat yg menjadi korban.",0,setujuuu adu domba penyusupan asing aseng berusaha pertahanin jabatan posisinya rakyat korban,1,0.28083315
2025-08-31T10:00:44Z,@khafid12309,Makasih bang mungkin kalo lu nggk nahan buat demo hari ini presiden tidak mungkin mengeluarkan pidato sore ini makasih bang,0,makasih nggk nahan demo presiden mengeluarkan pidato sore makasih,1,0.3402925
2025-08-31T10:00:41Z,@lutfiuvai5901,"Setuju bang semua kembali ke kita sebagai masyarakat harus bisa pilah pilih berita di media sosial dengan bijak,jangan terpropokasi sama media sosial.",0,setuju masyarakat pilah pilih berita media sosial bijak terpropokasi media sosial,2,0.44446853
2025-08-31T10:00:39Z,@Galleryonepiece,"Stay save Nakama, pantengin bang Ferry, ikutin arahan bang ferry semisal kita gak bisa membaca situasi yang bener",0,stay save nakama pantengin ferry ikutin arahan ferry membaca situasi bener,4,0.26504326
2025-08-31T10:00:38Z,@SatuHatiSports,"Smga pemerintah dan dpr bner bner instropeeksi diri mereka, apa yg udh terjadi kmren smga mereka sadar. Kepentingan rakyat itu hrus di atas segalanya di bandingkan kepentingan kelompok kelompok partai",1,smga pemerintah dpr bner bner instropeeksi kmren smga sadar kepentingan rakyat bandingkan kepentingan kelompok kelompok partai,2,0.40964767
2025-08-31T10:00:34Z,@biosyafa9128,Semua demo putra mahkota naik tahta,0,demo putra mahkota tahta,3,0.26816034
2025-08-31T10:00:31Z,@KOPIPAIT-TRJ,"Terima kasih bang ferry, Tetap hati bang🙏",0,terima kasih ferry hati,5,0.46199423
2025-08-31T10:00:26Z,@malpa5033,Terima kasih fer....gas pol,0,terima kasih fer gas pol,5,0.30753064
2025-08-31T10:00:24Z,@Setapakhistory,Kanapa komen saya yang berusaha meredam agar gak terprovokasi selalu di hapus di tiktok ya. Kayak direport atau sengaja dihapus,0,kanapa komen berusaha meredam terprovokasi hapus tiktok direport sengaja dihapus,4,0.23607981
2025-08-31T10:00:24Z,@fauzan_4613,"Selain dpr ganti juga kapolri, kejagung dan mentri2 rezim lalu yg bikin gaduh bikin rakyat susah.",0,dpr ganti kapolri kejagung menteri rezim bikin gaduh bikin rakyat susah,1,0.3573183
2025-08-31T10:00:22Z,@farizmabdilla,"panjang umur perjuangan! terima kasih bang Ferry, Malaka!",0,umur perjuangan terima kasih ferry malaka,5,0.46707973
2025-08-31T10:00:21Z,@Genshizuka,"Boleh demo sportif dan taat aturan, jangan merusak dan merugikan bangsa sendiri.<br>Jangan sampai api cinta kalian membuat ibu pertiwi yang kita cintai ini terbakar. Kalo ada penyusup yang jadi aktor kerusuhan tangkap dan serahkan ke polisi.<br>Tetap bersatu karena pihak luar menginginkan perpecahan di antara kita🥰🇲🇨",56,demo sportif taat aturan merusak merugikan bangsa api cinta pertiwi cintai terbakar penyusup aktor kerusuhan tangkap serahkan polisi bersatu perpecahan,2,0.46147045
2025-08-31T10:29:54Z,@Ujungwaktu212,"Harus ada perubahan kedepan, kalo ada yg beraspirasi biar kedengeran sampe kupingnya DPR buka lebar² gerbang gedung DPR, bukan malah disambut brigade polisi didepan, gimana mau tersampaikan aspirasi rakyat kalo disambut dengan tameng dan barakuda",0,perubahan kedepan beraspirasi biar kedengeran sampe kupingnya dpr buka lebar gerbang gedung dpr disambut brigade polisi didepan gimana aspirasi rakyat disambut tameng barakuda,2,0.31916857
2025-08-31T10:30:50Z,@FadliRizaAnnurr,pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas DPR. semua ini calah DPRnya😢,1,pleciden nda calah pleciden nda tau pleciden nda kuasa dpr calah dprnya,3,0.5349891
2025-08-31T10:39:36Z,@alvinariefandi211,⁠@Ujungwaktu212ituu bentuk pengawalan toh kalau demonya ga anarkis akan baik” saja tapi kalau sudah anarkis yg ditindak represif,1,bentuk pengawalan demonya anarkis anarkis ditindak represif,4,0.40201944
2025-08-31T10:50:30Z,@rantygaming4552,​@FadliRizaAnnurr Cle Cle Cle<br><br>Minggir Lu Buzzer<br><br>BuzzerBuzzer BuzzerBuzzerBuzzerBuzze rBuzzerBuzzerBuzzerBuzzerBuzzerBuzz erBuzzerBuzzerBuzzer BuzzerBuzzerBuz<br><br>zer,0,cle cle cle minggir buzzer buzzerbuzzer buzzerbuzzerbuzzerbuzze rbuzzerbuzzerbuzzerbuzzerbuzzerbuzz erbuzzerbuzzerbuzzer buzzerbuzzerbuz zer,5,0.6499852
2025-08-31T11:32:32Z,@aditiaputrakurniawan7173,"​@Ujungwaktu212kamu harus tau juga bahwa demo itu ada waktunya. Kalo diliat, para pendemo itu ga taat aturan. Makanya di bubarkan paksa oleh polisi. Bahkan demo pun juga harus janjian. Orang yg demo siapa dan dari mana aja pun juga di laporkan. Skrg siapa kmrn yg nyelenggarain demo? Ga jelas kan? Saat itulah di tunggangi.",0,tau demo diliat pendemo taat aturan bubarkan paksa polisi demo janjian orang demo laporkan skrg kmrn nyelenggarain demo tunggangi,4,0.38611817
2025-08-31T10:00:20Z,@tubagussafari,"Ijin nanya bang,emang ga bisa diselidiki oleh kita sendiri ? tanpa bantuan pemerintah klo misalnya pemerintah ga mau melakukan. Selanjutnya di spill siapa pemilik akun akun ini",0,ijin nanya emang diselidiki bantuan pemerintah pemerintah spill pemilik akun akun,2,0.3680789
2025-08-31T10:00:18Z,@dandi50_-,Terus update bang kondisi terkini,0,update kondisi terkini,2,0.27190682
2025-08-31T10:00:17Z,@Anbu_Kazakhstan,"yg bakar halte bus/ngerusak Stasiun siapa  spill dong? gak masuk akal, yg didemo siapa yg dirusak/dibakar kok ya halte/stasiun? logika-nya dimana?",0,bakar halte bus ngerusak stasiun spill masuk akal didemo dirusak dibakar halte stasiun logika dimana,4,0.30547646
2025-08-31T10:00:16Z,@bobpaing6938,Ada penungang gelap dari penjajah  yg mau hancurkan indonesia,0,penungang gelap penjajah hancurkan indonesia,5,0.29868564
2025-08-31T10:00:11Z,@bluetooth2507,Hentikan pembentukan 500 batalyon pembangunan..krn ini berpotensi untuk mengancam masy kita dikemudian hari dg intimidasi2,1,hentikan pembentukan batalyon pembangunan berpotensi mengancam masy dikemudian intimidasi,2,0.35410863
2025-08-31T10:00:08Z,@masbimbim9957,Rezim lalat ijo,0,rezim lalat ijo,2,0.36320764
2025-08-31T10:00:05Z,@nurrohman5086,"Terima Kasih Bang Ferry, sudah memberikan Informasi untuk menyelamatkan Bangsa Indonesia..!! Semangattt Bang, 👍👍👍<br> Cinta Damai Indonesiaku ♥️🇮🇩",5,terima kasih ferry informasi menyelamatkan bangsa indonesia semangattt cinta damai indonesiaku,5,0.41861498
2025-08-31T10:00:04Z,@TatangAbinaiqbal-b8b,Nah kan... Fufu fafa kan... Fiks,0,fufu fafa fiks,4,0.2137554
2025-08-31T10:00:03Z,@afinazahra71,Kapolri masih takut ilang jabatan 😢,0,kapolri takut ilang jabatan,5,0.30751422
2025-08-31T10:00:02Z,@Shandzyycore,"bang ferry tetap hidup bang, adanya kehadiran lu disaat ini sangat dibutuhkan.",0,ferry hidup kehadiran disaat dibutuhkan,5,0.28530002
2025-08-31T10:00:02Z,@leftmyhand,SEMANGAT KAK! KIITA PANTAU ONLINE MEMBANTU,0,semangat kak kiita pantau online membantu,5,0.357099
2025-08-31T09:59:57Z,@aditiamokoginta3407,"Kalau tau gitu kenapa dr awal pada nyuruh turun ke lapangan? Kenapa pada ngasih narasi lawan segala macam? Akibatnya skrg apa? Org mati, ujung2nya apa yg diraih?",0,tau nyuruh turun lapangan ngasih narasi lawan akibatnya skrg orang mati ujung diraih,2,0.23751101
2025-08-31T09:59:54Z,@masakmurahmeriah,"Terimakasih, bung",0,terimakasih,4,0.3024232
2025-08-31T09:59:54Z,@WillyAndika-dt4mn,"Dengan landasan apa dpr menaikkan tunjangan dan sangat gampang untuk di acc?<br>sampai saat ini pun pendapatan para anggota dewan tidak benar benar pasti diketahui rakyat padahal mereka dipilih rakyat dan apakah ada anggota dewan yang merasakan betapa susahnya masyarakat untuk mencari makan terutama untuk menghidupi keluarga mereka.ada ga?<br>wajarlah rakyat menuntut transparansi..<br>Kebijakan dpr dan pemerintah sendirilah yang Saya rasa itu sbg bentuk provokasi dan penyebab kemarahan rakyat yang meluas.ditengah pemerintah memberitahukan efesiensi anggaran dan ekonomi yang sedang lesu saat ini dan kebijakan itu terkesan (asal perut gue terisi penuh) ga boleh spt itu apalagi menyangkut kebijakan hal orang banyak.<br><br>Ngomongin soal buzzer sampai saat ini pihak kepolisian hanya menangkap pelakunya yg sama2 cari makan tetapi tidak pernah diungkapkan ke publik siapa dalangnya dan apa tujuannya.<br><br>Pembelajaran dari kejadian ini agar dimasa depan tidak terulang kembali adalah terutama buat masyarakat diharapkan berhati-hati memilih pemimpin atau wakil kita di parlemen jgn mudah di sogok karena dampaknya balik lagi ke kita untuk dpr sebagai pengawas pemerintahan seharusnya bisa lah mengawasi sbg fungsinya..ingat Indonesia itu bukan negara miskin kita itu negara kaya loh emas, tambang, batu bara,gas, minyak,sawit dan sda lainnya yok pemerintah mulai sekarang harus bisa berbenah untuk mengelola itu dan diawasi oleh dpr dalam pengelolaannya ....",0,landasan dpr menaikkan tunjangan gampang acc pendapatan anggota dewan rakyat dipilih rakyat anggota dewan merasakan betapa susahnya masyarakat mencari makan menghidupi keluarga wajarlah rakyat menuntut transparansi kebijakan dpr pemerintah sendirilah bentuk provokasi penyebab kemarahan rakyat meluas ditengah pemerintah memberitahukan efesiensi anggaran ekonomi lesu kebijakan terkesan perut terisi penuh kebijakan orang ngomongin buzzer kepolisian menangkap pelakunya cari makan publik dalangnya tujuannya pembelajaran kejadian dimasa terulang masyarakat diharapkan berhati hati memilih pemimpin wakil parlemen mudah sogok dampaknya dpr pengawas pemerintahan mengawasi fungsinya indonesia negara miskin negara kaya lho emas tambang batu bara gas minyak sawit sda yok pemerintah berbenah mengelola diawasi dpr pengelolaannya,2,0.3975861
2025-08-31T09:59:53Z,@diasadipratana8755,"Di setiap akun tiktok live yang menyiarkan demo dan kerusuhan ada beberapa akun yang memberikan gift portal  korun ,gift hadiah yang cukup besar .biar makin banyak orang yg tertarik menyiarkan situasi live . Ada satu akun yang gua inget dengan nickname &quot;HURA apa gitu namanya gua lupa&quot; di mana ada spotlight gede dia selalu muncul dengan memberi gift dan membuat portal korun . Jadi lah RAKYAT yang BEROPOSISI tapi tidak mudah untuk TERPROVOKASI . Jangan SKEPTIS sama pemerintah kita sebagai rakyat hanya perlu MENGAWASI .",0,akun tiktok live menyiarkan demo kerusuhan akun gift portal korun gift hadiah biar orang tertarik menyiarkan situasi live akun inget nickname quot hura namanya lupa quot spotlight gede muncul gift portal korun rakyat beroposisi mudah terprovokasi skeptis pemerintah rakyat mengawasi,4,0.33450377
2025-08-31T09:59:46Z,@smallhabit-slf,"bang semangat, stay safe.",1,semangat stay safe,4,0.33550602
2025-08-31T09:59:42Z,@Rleywin182,Salute bang ferry 👍,0,salute ferry,5,0.29972154
2025-08-31T09:59:41Z,@Sorodot.z,"Keren,semangat perjuangan",0,keren semangat perjuangan,5,0.33325872
2025-08-31T09:59:39Z,@GedeMika-o1j,Saya belumnpuas dengan keputusan pak presiden. Lanjut kan demo. Sebelum UU PERAMPASAN ASET di SAH KAN. Lagi&quot; UU PERAMPASAN ASET d kesampingkan...,0,belumnpuas keputusan presiden demo perampasan aset sah quot perampasan aset kesampingkan,1,0.43303385
2025-08-31T09:59:38Z,@belter9814,"Sayang ya, padahal para analis luar negeri di Singapura dan Malaysia udah nunggu darurat militer, mereka masih yakin bakal ada  Darurat militer di sekitar 31 agustus sampai 5 september",0,sayang analis negeri singapura malaysia nunggu darurat militer darurat militer agustus september,2,0.5724911
2025-08-31T09:59:36Z,@danang_svr,"Setuju bang, semoga semua rakyat jgn sampai terbawa emosi dan bersedia untuk berfikir jernih, biar para provokator itu pada pusing",0,setuju semoga rakyat terbawa emosi bersedia berfikir jernih biar provokator pusing,3,0.22267574
2025-08-31T09:59:36Z,@TianPamungkas-t7n,"Baru 2 tuntutan yg di tindak lanjut bg, kita harus kirim orng yg benar2 pro rakyat utk menyampaikan aspirasi kita ke senayan dgn tenang &amp; damai.. WARGA JAGA WARGA, STAY SAFE GUYS ❤",0,tuntutan tindak kirim orng pro rakyat aspirasi senayan tenang amp damai warga jaga warga stay safe guys,4,0.34729162
2025-08-31T09:59:36Z,@elfzie406,Intinya akan mengembalikan fungsi TNI / ABRI seperti zaman orba,0,intinya mengembalikan fungsi tni abri zaman orba,4,0.31355873
2025-08-31T09:59:34Z,@Oisben0924,Lu harus trus update perkembangan n upload info terbaru karna kitaa d daerah gak dapat lagi info yg bener... Smua platform udah di bungkam.. kitaaa d daerah juga bahaya dapat berita hoax yang bisa buat keruh keadaan.. salam dari Ntt,0,trus update perkembangan upload info terbaru kitaa daerah info bener smua platform bungkam kitaaa daerah bahaya berita hoax keruh salam ntt,4,0.29719028
2025-08-31T09:59:30Z,@ibudidah8631,Terus berjuang bang demi kebaikan bangsa .Tq,0,berjuang kebaikan bangsa,5,0.41690385
2025-08-31T09:59:29Z,@achmadfauzie8625,Bner lgi tiktok juga yg ngadu domba pake foto one Piece,0,bner lgi tiktok ngadu domba pake foto one piece,3,0.30741584
2025-08-31T09:59:27Z,@FubriCentury,tuntut HUKUMAN MATI KORUPTOR mumpung momentum,0,tuntut hukuman mati koruptor mumpung momentum,1,0.31934744
2025-08-31T09:59:23Z,@SaneSaneee666,I LOV THIS MAN.,0,lov this man,1,0.25306782
2025-08-31T09:59:21Z,@LikmaAnuyatikah,"Bung, di vidio berikutnya tolong  jelaskan kepada kami semua. Apa yang terjadi ketika darurat militer, kita punya referensi di negara tetangga (Thailand) yg kalo tidak salah berakhir menjadi kudeta militer. Apakah supersemar menjadi salah satu contoh darurat militer?",0,vidio tolong darurat militer referensi negara tetangga thailand salah kudeta militer supersemar salah contoh darurat militer,2,0.40916005
2025-08-31T09:59:20Z,@kdmpresiden,BANG DI GROUP OJOL ADA YG POST SANDY GW MLH DI ANCAM KARNA BUZERNYA NYARI PEMBELAAN PENEMBAKAN,0,group ojol post sandy mlh ancam buzernya nyari pembelaan penembakan,4,0.33466274
2025-08-31T09:59:19Z,@Divisi-666,Gimana ya waktu sakaratul maut nabi Jokowi nanti,0,gimana sakaratul maut nabi jokowi,1,0.3988077
2025-08-31T09:59:18Z,@nekopoi-f4o,tangkap jokowi dan penjarakan jokowi,0,tangkap jokowi penjarakan jokowi,1,0.3692617
2025-08-31T09:59:17Z,@faqihmfj1710,"kurang 1 yg disampaikan bang fery, perampasan aset itu bang yg paling penting, dan transparansi",0,fery perampasan aset transparansi,1,0.2913157
2025-08-31T09:59:17Z,@wacheat,"Bang gw takut kehilangan lu bang , suer gw takut banget lu terlalu berani bang , tp klo nggk gitu gw jg ngk paham <br>Makasih bang ferry",0,takut kehilangan suer takut berani nggk ngk paham makasih ferry,5,0.36530495
2025-08-31T09:59:12Z,@tititkukecilmukakujelek5914,"Darurat militer justru bisa membuat aksi separatis di berbagai daerah muncul bukan hanya sekedar aksi tapi bisa jadi gerakan untuk kemerdekaan masing-masing pulau di luar pulau jaw*, karena banyak mereka yang sudah sangat pesimis dengan pemerintahan di pulau jaw*, tinggal di pantik sedikit maka mereka akan meledak, jangan lupa juga banyak negara asing yang sudah mengincar pulau2x yang kaya akan SDA, jadi mudah aja bagi mereka buat menyusupkan senjata bahkan mempekerjakan tentara bayaran, pada akhirnya kejadian seperti tahun 2001 akan berulang preside* dilengserkan dan wapre* yang jadi presiden, skenario banyak pihak terlaksana 🤣🫢🗿",0,darurat militer aksi separatis daerah muncul sekedar aksi gerakan kemerdekaan pulau pulau jaw pesimis pemerintahan pulau jaw tinggal pantik meledak lupa negara asing mengincar pulau kaya sda mudah menyusupkan senjata mempekerjakan tentara bayaran kejadian berulang preside dilengserkan wapre presiden skenario terlaksana,1,0.30226758
2025-08-31T09:59:11Z,@X21-i5g,"Tujuan demo, bukan untuk menciptakan DINASTI.",0,tujuan demo menciptakan dinasti,4,0.25183472
2025-08-31T09:59:10Z,@bambang0909,"Waktunya kita bersatu tidak peduli apa hobi kalian,warna kulit,suku,agama,keturunan dan apapun itu mereka takut jika kita bersatu musuh kita cuma satu mereka yang menindas kita",0,bersatu peduli hobi warna kulit suku agama keturunan apapun takut bersatu musuh menindas,5,0.35013917
